품목코드,ITEM CODE,Color/Category,품목명[규격],재고수량,단종여부,도매주문단위,주문제표시,품번,한글명,소요량,재고상태,재고상황,재고상태,카테고리,순서,,상품명,색상번호,색상명,재고,,
07303057,83.0266,berry,Jawoll/0266,39,2324 FW,,,83,자울,9,4.33 ,여유,🔵,10,7,,자울,83.0266,berry,🔵,,83.0266
07303058,83.0273,jade,Jawoll/0273,45,2324 FW,,,83,자울,9,5.00 ,여유,🔵,10,7,,자울,83.0273,jade,🔵,,83.0273
00003053,83.0275,brown-orange,Jawoll/0275,14,,,,83,자울,9,1.56 ,양호,🟢,10,7,,자울,83.0275,brown-orange,🟢,,83.0275
00003054,83.0279,turquoise,Jawoll/0279,47,,,,83,자울,9,5.22 ,여유,🔵,10,7,,자울,83.0279,turquoise,🔵,,83.0279
00003055,83.0280,lilac,Jawoll/0280,27,,,,83,자울,9,3.00 ,여유,🔵,10,7,,자울,83.0280,lilac,🔵,,83.0280
00003056,83.0288,dark petrol,Jawoll/0288,20,,,,83,자울,9,2.22 ,여유,🔵,10,7,,자울,83.0288,dark petrol,🔵,,83.0288
00003057,83.0290,eggplant,Jawoll/0290,22,,,,83,자울,9,2.44 ,여유,🔵,10,7,,자울,83.0290,eggplant,🔵,,83.0290
10210010,83.0313,yellow neon,Jawoll/0313,16,,,,83,자울,9,1.78 ,양호,🟢,10,7,,자울,83.0313,yellow neon,🟢,,83.0313
10210011,83.0316,green neon,Jawoll/0316,28,,,,83,자울,9,3.11 ,여유,🔵,10,7,,자울,83.0316,green neon,🔵,,83.0316
00003058,83.0317,dark green,Jawoll/0317,10,,,,83,자울,9,1.11 ,양호,🟢,10,7,,자울,83.0317,dark green,🟢,,83.0317
00003059,83.0318,green,Jawoll/0318,33,,,,83,자울,9,3.67 ,여유,🔵,10,7,,자울,83.0318,green,🔵,,83.0318
00003060,83.0324,sky,Jawoll/0324,16,,,,83,자울,9,1.78 ,양호,🟢,10,7,,자울,83.0324,sky,🟢,,83.0324
00003061,83.0339,camel,Jawoll/0339,9,,,,83,자울,9,1.00 ,낱볼,🔴,10,7,,자울,83.0339,camel,🔴,,83.0339
00003062,83.0348,dark dusky pink,Jawoll/0348,5,,,,83,자울,9,0.56 ,낱볼,🔴,10,7,,자울,83.0348,dark dusky pink,🔴,,83.0348
00003063,83.0358,mint,Jawoll/0358,22,,,,83,자울,9,2.44 ,여유,🔵,10,7,,자울,83.0358,mint,🔵,,83.0358
00003064,83.0366,fuchsia,Jawoll/0366,38,,,,83,자울,9,4.22 ,여유,🔵,10,7,,자울,83.0366,fuchsia,🔵,,83.0366
00003065,83.0372,aqua,Jawoll/0372,10,,,,83,자울,9,1.11 ,양호,🟢,10,7,,자울,83.0372,aqua,🟢,,83.0372
00003066,83.0373,emerald,Jawoll/0373,14,,,,83,자울,9,1.56 ,양호,🟢,10,7,,자울,83.0373,emerald,🟢,,83.0373
00003067,83.0379,dark turquoise,Jawoll/0379,24,,,,83,자울,9,2.67 ,여유,🔵,10,7,,자울,83.0379,dark turquoise,🔵,,83.0379
00003068,83.0380,lilac,Jawoll/0380,18,,,,83,자울,9,2.00 ,양호,🟢,10,7,,자울,83.0380,lilac,🟢,,83.0380
10210012,83.0385,pink neon,Jawoll/0385,16,,,,83,자울,9,1.78 ,양호,🟢,10,7,,자울,83.0385,pink neon,🟢,,83.0385
00003069,83.0388,light petrol,Jawoll/0388,12,,,,83,자울,9,1.33 ,양호,🟢,10,7,,자울,83.0388,light petrol,🟢,,83.0388
00003070,83.0390,dark eggplant,Jawoll/0390,29,,,,83,자울,9,3.22 ,여유,🔵,10,7,,자울,83.0390,dark eggplant,🔵,,83.0390
02104001,1134.0006,blue,Noelle/0006,13,24 SS,,,1134,노엘,8,1.63 ,양호,🟢,10,8,,노엘,1134.0006,blue,🟢,,1134.0006
02104002,1134.0007,lilac,Noelle/0007,8,24 SS,,,1134,노엘,8,1.00 ,낱볼,🔴,10,8,,노엘,1134.0007,lilac,🔴,,1134.0007
02104003,1134.0015,nougat,Noelle/0015,11,24 SS,,,1134,노엘,8,1.38 ,양호,🟢,10,8,,노엘,1134.0015,nougat,🟢,,1134.0015
02104004,1134.0019,rose,Noelle/0019,10,24 SS,,,1134,노엘,8,1.25 ,양호,🟢,10,8,,노엘,1134.0019,rose,🟢,,1134.0019
02205033,1134.0020,light blue,Noelle/0020,27,25 SS,,,1134,노엘,8,3.38 ,여유,🔵,10,8,,노엘,1134.0020,light blue,🔵,,1134.0020
08175001,1134.0021,light blue,Noelle/0021,15,2526 FW,,,1134,노엘,8,1.88 ,양호,🟢,10,8,,노엘,1134.0021,light blue,🟢,,1134.0021
02205034,1134.0025,navy,Noelle/0025,18,25 SS,,,1134,노엘,8,2.25 ,여유,🔵,10,8,,노엘,1134.0025,navy,🔵,,1134.0025
02205035,1134.0027,apricot,Noelle/0027,14,25 SS,,,1134,노엘,8,1.75 ,양호,🟢,10,8,,노엘,1134.0027,apricot,🟢,,1134.0027
02205036,1134.0028,coral,Noelle/0028,14,25 SS,,,1134,노엘,8,1.75 ,양호,🟢,10,8,,노엘,1134.0028,coral,🟢,,1134.0028
00488,1134.0046,periwinkle,Noelle/0046,10,2526 FW,,,1134,노엘,8,1.25 ,양호,🟢,10,8,,노엘,1134.0046,periwinkle,🟢,,1134.0046
08175002,1134.0046,periwinkle,Noelle/0046,10,2526 FW,,,1134,노엘,8,1.25 ,양호,🟢,10,8,,노엘,1134.0046,periwinkle,🟢,,1134.0046
02104005,1134.0047,lilac,Noelle/0047,20,24 SS,,,1134,노엘,8,2.50 ,여유,🔵,10,8,,노엘,1134.0047,lilac,🔵,,1134.0047
02104006,1134.0050,gold,Noelle/0050,14,24 SS,,,1134,노엘,8,1.75 ,양호,🟢,10,8,,노엘,1134.0050,gold,🟢,,1134.0050
02104007,1134.0058,mint,Noelle/0058,20,24 SS,,,1134,노엘,8,2.50 ,여유,🔵,10,8,,노엘,1134.0058,mint,🔵,,1134.0058
02104008,1134.0059,orange,Noelle/0059,16,24 SS,,,1134,노엘,8,2.00 ,양호,🟢,10,8,,노엘,1134.0059,orange,🟢,,1134.0059
02104009,1134.0065,fuchsia,Noelle/0065,14,24 SS,,,1134,노엘,8,1.75 ,양호,🟢,10,8,,노엘,1134.0065,fuchsia,🟢,,1134.0065
00489,1134.0066,berry,Noelle/0066,20,2526 FW,,,1134,노엘,8,2.50 ,여유,🔵,10,8,,노엘,1134.0066,berry,🔵,,1134.0066
02104010,1134.0068,brown,Noelle/0068,4,24 SS,,,1134,노엘,8,0.50 ,낱볼,🔴,10,8,,노엘,1134.0068,brown,🔴,,1134.0068
02104011,1134.0073,jade,Noelle/0073,26,24 SS,,,1134,노엘,8,3.25 ,여유,🔵,10,8,,노엘,1134.0073,jade,🔵,,1134.0073
02205037,1134.0075,daffodil,Noelle/0075,18,25 SS,,,1134,노엘,8,2.25 ,여유,🔵,10,8,,노엘,1134.0075,daffodil,🔵,,1134.0075
02104012,1134.0078,turquoise,Noelle/0078,15,24 SS,,,1134,노엘,8,1.88 ,양호,🟢,10,8,,노엘,1134.0078,turquoise,🟢,,1134.0078
02104013,1134.0087,brick,Noelle/0087,20,24 SS,,,1134,노엘,8,2.50 ,여유,🔵,10,8,,노엘,1134.0087,brick,🔵,,1134.0087
00490,1134.0090,dark purple,Noelle/0090,8,2526 FW,,,1134,노엘,8,1.00 ,낱볼,🔴,10,8,,노엘,1134.0090,dark purple,🔴,,1134.0090
08175004,1134.0090,dark purple,Noelle/0090,8,2526 FW,,,1134,노엘,8,1.00 ,낱볼,🔴,10,8,,노엘,1134.0090,dark purple,🔴,,1134.0090
02205038,1134.0094,offwhite,Noelle/0094,0,25 SS,,,1134,노엘,8,0.00 ,품절,❌,10,8,,노엘,1134.0094,offwhite,❌,,1134.0094
02104014,1134.0097,light olive,Noelle/0097,8,24 SS,,,1134,노엘,8,1.00 ,낱볼,🔴,10,8,,노엘,1134.0097,light olive,🔴,,1134.0097
02104015,1134.0098,olive,Noelle/0098,14,24 SS,,,1134,노엘,8,1.75 ,양호,🟢,10,8,,노엘,1134.0098,olive,🟢,,1134.0098
02205039,1134.0099,mud,Noelle/0099,11,25 SS,,,1134,노엘,8,1.38 ,양호,🟢,10,8,,노엘,1134.0099,mud,🟢,,1134.0099
02205040,1134.0158,light mint,Noelle/0158,25,25 SS,,,1134,노엘,8,3.13 ,여유,🔵,10,8,,노엘,1134.0158,light mint,🔵,,1134.0158
00491,1134.0159,dark orange,Noelle/0159,10,2526 FW,,,1134,노엘,8,1.25 ,양호,🟢,10,8,,노엘,1134.0159,dark orange,🟢,,1134.0159
00492,1134.0197,olive pastel,Noelle/0197,10,2526 FW,,,1134,노엘,8,1.25 ,양호,🟢,10,8,,노엘,1134.0197,olive pastel,🟢,,1134.0197
08175006,1134.0197,olive pastel,Noelle/0197,10,2526 FW,,,1134,노엘,8,1.25 ,양호,🟢,10,8,,노엘,1134.0197,olive pastel,🟢,,1134.0197
00493,1134.0198,dark olive,Noelle/0198,10,2526 FW,,,1134,노엘,8,1.25 ,양호,🟢,10,8,,노엘,1134.0198,dark olive,🟢,,1134.0198
08175007,1134.0198,dark olive,Noelle/0198,10,2526 FW,,,1134,노엘,8,1.25 ,양호,🟢,10,8,,노엘,1134.0198,dark olive,🟢,,1134.0198
00000476,796.0003,light grey mélange,Merino400Lace/0003,-8,,,,796,메리노 400 레이스,12,(0.67),품절,❌,10,9,,메리노 400 레이스,796.0003,light grey mélange,❌,,796.0003
00000477,796.0004,black,Merino400Lace/0004,20,,,,796,메리노 400 레이스,12,1.67 ,양호,🟢,10,9,,메리노 400 레이스,796.0004,black,🟢,,796.0004
00000478,796.0005,dark grey mélange,Merino400Lace/0005,24,,,,796,메리노 400 레이스,12,2.00 ,양호,🟢,10,9,,메리노 400 레이스,796.0005,dark grey mélange,🟢,,796.0005
00000482,796.0019,rose,Merino400Lace/0019,17,,,,796,메리노 400 레이스,12,1.42 ,양호,🟢,10,9,,메리노 400 레이스,796.0019,rose,🟢,,796.0019
00000483,796.0025,navy mélange,Merino400Lace/0025,10,,,,796,메리노 400 레이스,12,0.83 ,양호,🟢,10,9,,메리노 400 레이스,796.0025,navy mélange,🟢,,796.0025
00000485,796.0034,light jeans,Merino400Lace/0034,12,,,,796,메리노 400 레이스,12,1.00 ,양호,🟢,10,9,,메리노 400 레이스,796.0034,light jeans,🟢,,796.0034
00000486,796.0035,blue marine,Merino400Lace/0035,21,,,,796,메리노 400 레이스,12,1.75 ,양호,🟢,10,9,,메리노 400 레이스,796.0035,blue marine,🟢,,796.0035
00000487,796.0039,camel mélange,Merino400Lace/0039,11,,,,796,메리노 400 레이스,12,0.92 ,양호,🟢,10,9,,메리노 400 레이스,796.0039,camel mélange,🟢,,796.0039
00000488,796.0044,lime,Merino400Lace/0044,9,,,,796,메리노 400 레이스,12,0.75 ,낱볼,🔴,10,9,,메리노 400 레이스,796.0044,lime,🔴,,796.0044
00000489,796.0048,dusky pink,Merino400Lace/0048,24,,,,796,메리노 400 레이스,12,2.00 ,양호,🟢,10,9,,메리노 400 레이스,796.0048,dusky pink,🟢,,796.0048
00000491,796.0061,red mélange,Merino400Lace/0061,30,,,,796,메리노 400 레이스,12,2.50 ,여유,🔵,10,9,,메리노 400 레이스,796.0061,red mélange,🔵,,796.0061
00003099,796.0064,bordeaux mélange,Merino400Lace/0064,22,,,,796,메리노 400 레이스,12,1.83 ,양호,🟢,10,9,,메리노 400 레이스,796.0064,bordeaux mélange,🟢,,796.0064
00000493,796.0066,berry,Merino400Lace/0066,15,,,,796,메리노 400 레이스,12,1.25 ,양호,🟢,10,9,,메리노 400 레이스,796.0066,berry,🟢,,796.0066
00002660,796.0070,anthracite mélange,Merino400Lace/0070,18,,,,796,메리노 400 레이스,12,1.50 ,양호,🟢,10,9,,메리노 400 레이스,796.0070,anthracite mélange,🟢,,796.0070
00000496,796.0074,atlantic,Merino400Lace/0074,26,,,,796,메리노 400 레이스,12,2.17 ,여유,🔵,10,9,,메리노 400 레이스,796.0074,atlantic,🔵,,796.0074
00002155,796.0075,brown-orange,Merino400Lace/0075,26,,,,796,메리노 400 레이스,12,2.17 ,여유,🔵,10,9,,메리노 400 레이스,796.0075,brown-orange,🔵,,796.0075
00000497,796.0085,pink,Merino400Lace/0085,26,,,,796,메리노 400 레이스,12,2.17 ,여유,🔵,10,9,,메리노 400 레이스,796.0085,pink,🔵,,796.0085
00000498,796.0088,petrol,Merino400Lace/0088,25,,,,796,메리노 400 레이스,12,2.08 ,여유,🔵,10,9,,메리노 400 레이스,796.0088,petrol,🔵,,796.0088
08051018,796.0092,sage,Merino400Lace/0092,14,,,,796,메리노 400 레이스,12,1.17 ,양호,🟢,10,9,,메리노 400 레이스,796.0092,sage,🟢,,796.0092
08051019,796.0093,ivy,Merino400Lace/0093,17,,,,796,메리노 400 레이스,12,1.42 ,양호,🟢,10,9,,메리노 400 레이스,796.0093,ivy,🟢,,796.0093
00000500,796.0094,offwhite,Merino400Lace/0094,20,,,,796,메리노 400 레이스,12,1.67 ,양호,🟢,10,9,,메리노 400 레이스,796.0094,offwhite,🟢,,796.0094
00000501,796.0096,sand,Merino400Lace/0096,25,,,,796,메리노 400 레이스,12,2.08 ,여유,🔵,10,9,,메리노 400 레이스,796.0096,sand,🔵,,796.0096
00002382,796.0098,olive,Merino400Lace/0098,20,,,,796,메리노 400 레이스,12,1.67 ,양호,🟢,10,9,,메리노 400 레이스,796.0098,olive,🟢,,796.0098
07234050,796.0116,matcha,Merino400Lace/0116,26,2425 FW,,,796,메리노 400 레이스,12,2.17 ,여유,🔵,10,9,,메리노 400 레이스,796.0116,matcha,🔵,,796.0116
07234051,796.0117,faint green,Merino400Lace/0117,6,2425 FW,,,796,메리노 400 레이스,12,0.50 ,낱볼,🔴,10,9,,메리노 400 레이스,796.0117,faint green,🔴,,796.0117
00003100,796.0118,dark green,Merino400Lace/0118,15,,,,796,메리노 400 레이스,12,1.25 ,양호,🟢,10,9,,메리노 400 레이스,796.0118,dark green,🟢,,796.0118
07234052,796.0119,faint rose,Merino400Lace/0119,4,2425 FW,,,796,메리노 400 레이스,12,0.33 ,낱볼,🔴,10,9,,메리노 400 레이스,796.0119,faint rose,🔴,,796.0119
07234053,796.0129,chewing gum mélange,Merino400Lace/0129,25,2425 FW,,,796,메리노 400 레이스,12,2.08 ,여유,🔵,10,9,,메리노 400 레이스,796.0129,chewing gum mélange,🔵,,796.0129
08051020,796.0148,rosewood,Merino400Lace/0148,11,,,,796,메리노 400 레이스,12,0.92 ,양호,🟢,10,9,,메리노 400 레이스,796.0148,rosewood,🟢,,796.0148
08065145,796.0178,turquoise,Merino400Lace/0178,16,2526 FW,,,796,메리노 400 레이스,12,1.33 ,양호,🟢,10,9,,메리노 400 레이스,796.0178,turquoise,🟢,,796.0178
08065146,796.0188,ocean,Merino400Lace/0188,16,2526 FW,,,796,메리노 400 레이스,12,1.33 ,양호,🟢,10,9,,메리노 400 레이스,796.0188,ocean,🟢,,796.0188
00002694,796.0211,bronze,Merino400Lace/0211,11,,,,796,메리노 400 레이스,12,0.92 ,양호,🟢,10,9,,메리노 400 레이스,796.0211,bronze,🟢,,796.0211
08065147,796.0218,bottle green,Merino400Lace/0218,26,2526 FW,,,796,메리노 400 레이스,12,2.17 ,여유,🔵,10,9,,메리노 400 레이스,796.0218,bottle green,🔵,,796.0218
08065148,796.0311,mustard yellow,Merino400Lace/0311,26,2526 FW,,,796,메리노 400 레이스,12,2.17 ,여유,🔵,10,9,,메리노 400 레이스,796.0311,mustard yellow,🔵,,796.0311
07234054,796.0318,fir green,Merino400Lace/0318,16,2425 FW,,,796,메리노 400 레이스,12,1.33 ,양호,🟢,10,9,,메리노 400 레이스,796.0318,fir green,🟢,,796.0318
07234055,796.0326,beige mélange,Merino400Lace/0326,5,2425 FW,,,796,메리노 400 레이스,12,0.42 ,낱볼,🔴,10,9,,메리노 400 레이스,796.0326,beige mélange,🔴,,796.0326
07234056,796.0328,salmon,Merino400Lace/0328,18,2425 FW,,,796,메리노 400 레이스,12,1.50 ,양호,🟢,10,9,,메리노 400 레이스,796.0328,salmon,🟢,,796.0328
07234057,796.0333,light jeans mélange,Merino400Lace/0333,10,2425 FW,,,796,메리노 400 레이스,12,0.83 ,양호,🟢,10,9,,메리노 400 레이스,796.0333,light jeans mélange,🟢,,796.0333
07234058,796.0334,dark jeans mélange,Merino400Lace/0334,26,2425 FW,,,796,메리노 400 레이스,12,2.17 ,여유,🔵,10,9,,메리노 400 레이스,796.0334,dark jeans mélange,🔵,,796.0334
07234059,796.0346,lilac mélange,Merino400Lace/0346,26,2425 FW,,,796,메리노 400 레이스,12,2.17 ,여유,🔵,10,9,,메리노 400 레이스,796.0346,lilac mélange,🔵,,796.0346
07234060,796.0347,lilac mélange,Merino400Lace/0347,23,2425 FW,,,796,메리노 400 레이스,12,1.92 ,양호,🟢,10,9,,메리노 400 레이스,796.0347,lilac mélange,🟢,,796.0347
07234061,796.0359,tangarine mélange,Merino400Lace/0359,18,2425 FW,,,796,메리노 400 레이스,12,1.50 ,양호,🟢,10,9,,메리노 400 레이스,796.0359,tangarine mélange,🟢,,796.0359
07234062,796.0361,wine,Merino400Lace/0361,20,2425 FW,,,796,메리노 400 레이스,12,1.67 ,양호,🟢,10,9,,메리노 400 레이스,796.0361,wine,🟢,,796.0361
07234063,796.0365,hot pink,Merino400Lace/0365,10,2425 FW,,,796,메리노 400 레이스,12,0.83 ,양호,🟢,10,9,,메리노 400 레이스,796.0365,hot pink,🟢,,796.0365
07234064,796.0366,fuchsia mélange,Merino400Lace/0366,10,2425 FW,,,796,메리노 400 레이스,12,0.83 ,양호,🟢,10,9,,메리노 400 레이스,796.0366,fuchsia mélange,🟢,,796.0366
07234065,796.0368,dark brown mélange,Merino400Lace/0368,19,2425 FW,,,796,메리노 400 레이스,12,1.58 ,양호,🟢,10,9,,메리노 400 레이스,796.0368,dark brown mélange,🟢,,796.0368
07234066,796.0373,emerald mélange,Merino400Lace/0373,20,2425 FW,,,796,메리노 400 레이스,12,1.67 ,양호,🟢,10,9,,메리노 400 레이스,796.0373,emerald mélange,🟢,,796.0373
07234067,796.0374,reseda,Merino400Lace/0374,20,2425 FW,,,796,메리노 400 레이스,12,1.67 ,양호,🟢,10,9,,메리노 400 레이스,796.0374,reseda,🟢,,796.0374
07234068,796.0378,turquoise mélange,Merino400Lace/0378,10,2425 FW,,,796,메리노 400 레이스,12,0.83 ,양호,🟢,10,9,,메리노 400 레이스,796.0378,turquoise mélange,🟢,,796.0378
00000414,34.0001,white,Merino120/0001,3,,,,34,메리노 120,12,0.25 ,낱볼,🔴,10,10,,메리노 120,34.0001,white,🔴,,34.0001
00000415,34.0002,offwhite,Merino120/0002,32,,,,34,메리노 120,12,2.67 ,여유,🔵,10,10,,메리노 120,34.0002,offwhite,🔵,,34.0002
00000416,34.0004,black,Merino120/0004,23,,,,34,메리노 120,12,1.92 ,양호,🟢,10,10,,메리노 120,34.0004,black,🟢,,34.0004
00000417,34.0005,anthracite mélange,Merino120/0005,23,,,,34,메리노 120,12,1.92 ,양호,🟢,10,10,,메리노 120,34.0005,anthracite mélange,🟢,,34.0005
00000418,34.0009,rose,Merino120/0009,18,,,,34,메리노 120,12,1.50 ,양호,🟢,10,10,,메리노 120,34.0009,rose,🟢,,34.0009
00000420,34.0020,light blue,Merino120/0020,18,,,,34,메리노 120,12,1.50 ,양호,🟢,10,10,,메리노 120,34.0020,light blue,🟢,,34.0020
00000421,34.0021,light jeans blue,Merino120/0021,29,,,,34,메리노 120,12,2.42 ,여유,🔵,10,10,,메리노 120,34.0021,light jeans blue,🔵,,34.0021
00000422,34.0025,night blue,Merino120/0025,20,,,,34,메리노 120,12,1.67 ,양호,🟢,10,10,,메리노 120,34.0025,night blue,🟢,,34.0025
00000423,34.0031,royal,Merino120/0031,15,,,,34,메리노 120,12,1.25 ,양호,🟢,10,10,,메리노 120,34.0031,royal,🟢,,34.0031
00000424,34.0034,jeans,Merino120/0034,28,,,,34,메리노 120,12,2.33 ,여유,🔵,10,10,,메리노 120,34.0034,jeans,🔵,,34.0034
00000425,34.0035,navy,Merino120/0035,20,,,,34,메리노 120,12,1.67 ,양호,🟢,10,10,,메리노 120,34.0035,navy,🟢,,34.0035
00000426,34.0049,light yellow,Merino120/0049,19,,,,34,메리노 120,12,1.58 ,양호,🟢,10,10,,메리노 120,34.0049,light yellow,🟢,,34.0049
00002505,34.0052,white/beige mouliné,Merino120/0052,12,,,,34,메리노 120,12,1.00 ,양호,🟢,10,10,,메리노 120,34.0052,white/beige mouliné,🟢,,34.0052
00002493,34.0055,black/beige mouliné,Merino120/0055,10,,,,34,메리노 120,12,0.83 ,양호,🟢,10,10,,메리노 120,34.0055,black/beige mouliné,🟢,,34.0055
00002215,34.0060,red,Merino120/0060,30,,,,34,메리노 120,12,2.50 ,여유,🔵,10,10,,메리노 120,34.0060,red,🔵,,34.0060
00000427,34.0085,pink,Merino120/0085,19,,,,34,메리노 120,12,1.58 ,양호,🟢,10,10,,메리노 120,34.0085,pink,🟢,,34.0085
00002500,34.0087,chianti,Merino120/0087,20,,,,34,메리노 120,12,1.67 ,양호,🟢,10,10,,메리노 120,34.0087,chianti,🟢,,34.0087
08051007,34.0091,sage,Merino120/0091,9,,,,34,메리노 120,12,0.75 ,낱볼,🔴,10,10,,메리노 120,34.0091,sage,🔴,,34.0091
00029,34.0092,light sage,Merino120/0092,28,,,,34,메리노 120,12,2.33 ,여유,🔵,10,10,,메리노 120,34.0092,light sage,🔵,,34.0092
00000429,34.0096,light beige,Merino120/0096,7,,,,34,메리노 120,12,0.58 ,낱볼,🔴,10,10,,메리노 120,34.0096,light beige,🔴,,34.0096
00000430,34.0098,olive,Merino120/0098,39,,,,34,메리노 120,12,3.25 ,여유,🔵,10,10,,메리노 120,34.0098,olive,🔵,,34.0098
08065156,34.0103,light grey,Merino120/0103,10,2526 FW,,,34,메리노 120,12,0.83 ,양호,🟢,10,10,,메리노 120,34.0103,light grey,🟢,,34.0103
00000431,34.0106,royal,Merino120/0106,16,,,,34,메리노 120,12,1.33 ,양호,🟢,10,10,,메리노 120,34.0106,royal,🟢,,34.0106
00001728,34.0109,rose pale,Merino120/0109,13,,,,34,메리노 120,12,1.08 ,양호,🟢,10,10,,메리노 120,34.0109,rose pale,🟢,,34.0109
00000432,34.0119,light rose,Merino120/0119,10,,,,34,메리노 120,12,0.83 ,양호,🟢,10,10,,메리노 120,34.0119,light rose,🟢,,34.0119
08051008,34.0121,cobalt,Merino120/0121,18,,,,34,메리노 120,12,1.50 ,양호,🟢,10,10,,메리노 120,34.0121,cobalt,🟢,,34.0121
00002503,34.0123,silver grey,Merino120/0123,0,,,,34,메리노 120,12,0.00 ,품절,❌,10,10,,메리노 120,34.0123,silver grey,❌,,34.0123
00002403,34.0124,mouse grey,Merino120/0124,20,,,,34,메리노 120,12,1.67 ,양호,🟢,10,10,,메리노 120,34.0124,mouse grey,🟢,,34.0124
00000433,34.0126,grey brown,Merino120/0126,15,,,,34,메리노 120,12,1.25 ,양호,🟢,10,10,,메리노 120,34.0126,grey brown,🟢,,34.0126
00002410,34.0129,melon,Merino120/0129,20,,,,34,메리노 120,12,1.67 ,양호,🟢,10,10,,메리노 120,34.0129,melon,🟢,,34.0129
00002497,34.0133,steel blue,Merino120/0133,44,,,,34,메리노 120,12,3.67 ,여유,🔵,10,10,,메리노 120,34.0133,steel blue,🔵,,34.0133
00001744,34.0134,light jeans,Merino120/0134,34,,,,34,메리노 120,12,2.83 ,여유,🔵,10,10,,메리노 120,34.0134,light jeans,🔵,,34.0134
00000434,34.0147,lilac,Merino120/0147,16,,,,34,메리노 120,12,1.33 ,양호,🟢,10,10,,메리노 120,34.0147,lilac,🟢,,34.0147
00000435,34.0148,dark dusky pink,Merino120/0148,18,,,,34,메리노 120,12,1.50 ,양호,🟢,10,10,,메리노 120,34.0148,dark dusky pink,🟢,,34.0148
00000436,34.0149,gold yellow,Merino120/0149,12,,,,34,메리노 120,12,1.00 ,양호,🟢,10,10,,메리노 120,34.0149,gold yellow,🟢,,34.0149
08051009,34.0150,brass,Merino120/0150,20,,,,34,메리노 120,12,1.67 ,양호,🟢,10,10,,메리노 120,34.0150,brass,🟢,,34.0150
00000437,34.0159,tangarine,Merino120/0159,48,,,,34,메리노 120,12,4.00 ,여유,🔵,10,10,,메리노 120,34.0159,tangarine,🔵,,34.0159
00000438,34.0160,hot red,Merino120/0160,17,,,,34,메리노 120,12,1.42 ,양호,🟢,10,10,,메리노 120,34.0160,hot red,🟢,,34.0160
00000439,34.0162,burgundy,Merino120/0162,20,,,,34,메리노 120,12,1.67 ,양호,🟢,10,10,,메리노 120,34.0162,burgundy,🟢,,34.0162
00000440,34.0163,dark red,Merino120/0163,23,,,,34,메리노 120,12,1.92 ,양호,🟢,10,10,,메리노 120,34.0163,dark red,🟢,,34.0163
00000443,34.0173,ice blue,Merino120/0173,4,,,,34,메리노 120,12,0.33 ,낱볼,🔴,10,10,,메리노 120,34.0173,ice blue,🔴,,34.0173
00000444,34.0174,dark mint,Merino120/0174,19,,,,34,메리노 120,12,1.58 ,양호,🟢,10,10,,메리노 120,34.0174,dark mint,🟢,,34.0174
00039,34.0176,cognac,Merino120/0176,29,,,,34,메리노 120,12,2.42 ,여유,🔵,10,10,,메리노 120,34.0176,cognac,🔵,,34.0176
00000445,34.0178,dark turquoise,Merino120/0178,29,,,,34,메리노 120,12,2.42 ,여유,🔵,10,10,,메리노 120,34.0178,dark turquoise,🔵,,34.0178
00002414,34.0187,dark brick,Merino120/0187,20,,,,34,메리노 120,12,1.67 ,양호,🟢,10,10,,메리노 120,34.0187,dark brick,🟢,,34.0187
00000447,34.0198,light olive,Merino120/0198,29,,,,34,메리노 120,12,2.42 ,여유,🔵,10,10,,메리노 120,34.0198,light olive,🔵,,34.0198
00002502,34.0203,stone,Merino120/0203,21,,,,34,메리노 120,12,1.75 ,양호,🟢,10,10,,메리노 120,34.0203,stone,🟢,,34.0203
00002411,34.0206,middle blue,Merino120/0206,19,,,,34,메리노 120,12,1.58 ,양호,🟢,10,10,,메리노 120,34.0206,middle blue,🟢,,34.0206
08051010,34.0209,pink powder,Merino120/0209,16,,,,34,메리노 120,12,1.33 ,양호,🟢,10,10,,메리노 120,34.0209,pink powder,🟢,,34.0209
00000448,34.0211,brick,Merino120/0211,8,,,,34,메리노 120,12,0.67 ,낱볼,🔴,10,10,,메리노 120,34.0211,brick,🔴,,34.0211
00002663,34.0214,yellow,Merino120/0214,14,,,,34,메리노 120,12,1.17 ,양호,🟢,10,10,,메리노 120,34.0214,yellow,🟢,,34.0214
00000449,34.0217,fir,Merino120/0217,40,,,,34,메리노 120,12,3.33 ,여유,🔵,10,10,,메리노 120,34.0217,fir,🔵,,34.0217
00027,34.0219,rosé,Merino120/0219,20,,,,34,메리노 120,12,1.67 ,양호,🟢,10,10,,메리노 120,34.0219,rosé,🟢,,34.0219
00000451,34.0223,light grey mélange,Merino120/0223,29,,,,34,메리노 120,12,2.42 ,여유,🔵,10,10,,메리노 120,34.0223,light grey mélange,🔵,,34.0223
00000452,34.0226,beige mélange,Merino120/0226,30,,,,34,메리노 120,12,2.50 ,여유,🔵,10,10,,메리노 120,34.0226,beige mélange,🔵,,34.0226
00002494,34.0233,petrol mélange,Merino120/0233,36,,,,34,메리노 120,12,3.00 ,여유,🔵,10,10,,메리노 120,34.0233,petrol mélange,🔵,,34.0233
00002163,34.0234,dark jeans mélange,Merino120/0234,20,,,,34,메리노 120,12,1.67 ,양호,🟢,10,10,,메리노 120,34.0234,dark jeans mélange,🟢,,34.0234
