품목코드,ITEM CODE,Color/Category,품목명[규격],재고수량,단종여부,도매주문단위,주문제표시,품번,한글명,소요량,재고상태,재고상황,재고상태,카테고리,순서,,상품명,색상번호,색상명,재고,,
02205024,1090.0114,daffodil,Pride/0114,14,25 SS,5,,1090,프라이드,4,3.50 ,여유,🔵,3,2,,프라이드,1090.0114,daffodil,🔵,,1090.0114
02066141,1090.0116,pistachio,Pride/0116,10,26 SS,5,,1090,프라이드,4,2.50 ,여유,🔵,3,2,,프라이드,1090.0116(신상),pistachio,🔵,(신상),1090.0116
02066142,1090.0117,artichoke,Pride/0117,10,26 SS,5,,1090,프라이드,4,2.50 ,여유,🔵,3,2,,프라이드,1090.0117(신상),artichoke,🔵,(신상),1090.0117
02205025,1090.0128,oyster,Pride/0128,12,25 SS,5,,1090,프라이드,4,3.00 ,여유,🔵,3,2,,프라이드,1090.0128,oyster,🔵,,1090.0128
02205026,1090.0129,seastar,Pride/0129,14,25 SS,5,,1090,프라이드,4,3.50 ,여유,🔵,3,2,,프라이드,1090.0129,seastar,🔵,,1090.0129
02066143,1090.0145,bougainvillea,Pride/0145,10,26 SS,5,,1090,프라이드,4,2.50 ,여유,🔵,3,2,,프라이드,1090.0145(신상),bougainvillea,🔵,(신상),1090.0145
02205027,1090.0158,aventurine,Pride/0158,15,25 SS,5,,1090,프라이드,4,3.75 ,여유,🔵,3,2,,프라이드,1090.0158,aventurine,🔵,,1090.0158
02205028,1090.0179,amazonite,Pride/0179,14,25 SS,5,,1090,프라이드,4,3.50 ,여유,🔵,3,2,,프라이드,1090.0179,amazonite,🔵,,1090.0179
01251082,1066.0017,green,Linello/0017,9,,2,,1066,리넬로,4,2.25 ,여유,🔵,3,3,,리넬로,1066.0017,green,🔵,,1066.0017
02032020,1066.0025,navy/lilac/sage,Linello/0025,12,,2,,1066,리넬로,4,3.00 ,여유,🔵,3,3,,리넬로,1066.0025,navy/lilac/sage,🔵,,1066.0025
01251083,1066.0050,gold/yellow,Linello/0050,14,,2,,1066,리넬로,4,3.50 ,여유,🔵,3,3,,리넬로,1066.0050,gold/yellow,🔵,,1066.0050
02104071,1066.0051,green/yeelow/brown,Linello/0051,6,24 SS,2,,1066,리넬로,4,1.50 ,양호,🟢,3,3,,리넬로,1066.0051,green/yeelow/brown,🟢,,1066.0051
01251084,1066.0052,pastel,Linello/0052,22,,2,,1066,리넬로,4,5.50 ,여유,🔵,3,3,,리넬로,1066.0052,pastel,🔵,,1066.0052
01251086,1066.0054,multicolour,Linello/0054,17,,2,,1066,리넬로,4,4.25 ,여유,🔵,3,3,,리넬로,1066.0054,multicolour,🔵,,1066.0054
02032021,1066.0055,green/red/yellow,Linello/0055,2,,2,,1066,리넬로,4,0.50 ,낱볼,🔴,3,3,,리넬로,1066.0055,green/red/yellow,🔴,,1066.0055
02104072,1066.0057,rose/mint/orange,Linello/0057,10,24 SS,2,,1066,리넬로,4,2.50 ,여유,🔵,3,3,,리넬로,1066.0057,rose/mint/orange,🔵,,1066.0057
02104073,1066.0058,blue/orange/rose,Linello/0058,6,24 SS,2,,1066,리넬로,4,1.50 ,양호,🟢,3,3,,리넬로,1066.0058,blue/orange/rose,🟢,,1066.0058
02032023,1066.0065,fuchsia/red/rose,Linello/0065,16,생산종료,2,,1066,리넬로,4,4.00 ,여유,🔵,3,3,,리넬로,1066.0065,fuchsia/red/rose,🔵,,1066.0065
03173025,1066.0109,rose/lilac/orange,Linello/0109,23,,2,,1066,리넬로,4,5.75 ,여유,🔵,3,3,,리넬로,1066.0109,rose/lilac/orange,🔵,,1066.0109
02032024,1066.0115,nougat/yellow/olive,Linello/0115,6,생산종료,2,,1066,리넬로,4,1.50 ,양호,🟢,3,3,,리넬로,1066.0115,nougat/yellow/olive,🟢,,1066.0115
03173026,1066.0117,green/light blue/mustard yellow,Linello/0117,13,,2,,1066,리넬로,4,3.25 ,여유,🔵,3,3,,리넬로,1066.0117,green/light blue/mustard yellow,🔵,,1066.0117
02205014,1066.0213,yellow,Linello/0213,8,25 SS,2,,1066,리넬로,4,2.00 ,양호,🟢,3,3,,리넬로,1066.0213,yellow,🟢,,1066.0213
02205015,1066.0216,light green,Linello/0216,2,25 SS,2,,1066,리넬로,4,0.50 ,낱볼,🔴,3,3,,리넬로,1066.0216,light green,🔴,,1066.0216
02066151,1066.0222,blue,Linello/0222,4,26 SS,2,,1066,리넬로,4,1.00 ,낱볼,🔴,3,3,,리넬로,1066.0222(신상),blue,🔴,(신상),1066.0222
02205016,1066.0246,lilac,Linello/0246,3,25 SS,2,,1066,리넬로,4,0.75 ,낱볼,🔴,3,3,,리넬로,1066.0246,lilac,🔴,,1066.0246
02066152,1066.0258,mint,Linello/0258,10,26 SS,2,,1066,리넬로,4,2.50 ,여유,🔵,3,3,,리넬로,1066.0258(신상),mint,🔵,(신상),1066.0258
02205017,1066.0259,orange,Linello/0259,0,25 SS,2,,1066,리넬로,4,0.00 ,품절,❌,3,3,,리넬로,1066.0259,orange,❌,,1066.0259
02205018,1066.0265,pink,Linello/0265,14,25 SS,2,,1066,리넬로,4,3.50 ,여유,🔵,3,3,,리넬로,1066.0265,pink,🔵,,1066.0265
02066153,1066.0268,brown,Linello/0268,9,26 SS,2,,1066,리넬로,4,2.25 ,여유,🔵,3,3,,리넬로,1066.0268(신상),brown,🔵,(신상),1066.0268
02205019,1066.0288,petrol,Linello/0288,0,25 SS,2,,1066,리넬로,4,0.00 ,품절,❌,3,3,,리넬로,1066.0288,petrol,❌,,1066.0288
02066154,1066.0301,green/light rose/skyblue,Linello/0301,10,26 SS,2,,1066,리넬로,4,2.50 ,여유,🔵,3,3,,리넬로,1066.0301(신상),green/light rose/skyblue,🔵,(신상),1066.0301
02066155,1066.0302,salmon/orange/turquoise,Linello/0302,0,26 SS,2,,1066,리넬로,4,0.00 ,품절,❌,3,3,,리넬로,1066.0302(신상),salmon/orange/turquoise,❌,(신상),1066.0302
02066156,1066.0303,eggplant/rose/green,Linello/0303,10,26 SS,2,,1066,리넬로,4,2.50 ,여유,🔵,3,3,,리넬로,1066.0303(신상),eggplant/rose/green,🔵,(신상),1066.0303
02066157,1066.0304,orange/berry/beige,Linello/0304,10,26 SS,2,,1066,리넬로,4,2.50 ,여유,🔵,3,3,,리넬로,1066.0304(신상),orange/berry/beige,🔵,(신상),1066.0304
02066158,1066.0305,emerald/baby blue/green,Linello/0305,10,26 SS,2,,1066,리넬로,4,2.50 ,여유,🔵,3,3,,리넬로,1066.0305(신상),emerald/baby blue/green,🔵,(신상),1066.0305
02066159,1066.0306,indigo/petrol/olive,Linello/0306,0,26 SS,2,,1066,리넬로,4,0.00 ,품절,❌,3,3,,리넬로,1066.0306(신상),indigo/petrol/olive,❌,(신상),1066.0306
00001025,784.0001,white,Lino/0001,10,생산종료,,,784,리노,11,0.91 ,양호,🟢,3,4,,리노,784.0001,white,🟢,,784.0001
00000356,784.0004,black,Lino/0004,28,,,,784,리노,11,2.55 ,여유,🔵,3,4,,리노,784.0004,black,🔵,,784.0004
00001032,784.0010,steel,Lino/0010,15,,,,784,리노,11,1.36 ,양호,🟢,3,4,,리노,784.0010,steel,🟢,,784.0010
02032035,784.0019,rose quartz,Lino/0019,19,,,,784,리노,11,1.73 ,양호,🟢,3,4,,리노,784.0019,rose quartz,🟢,,784.0019
02205007,784.0022,pebble,Lino/0022,10,25 SS,,,784,리노,11,0.91 ,양호,🟢,3,4,,리노,784.0022,pebble,🟢,,784.0022
00001027,784.0023,silver,Lino/0023,20,,,,784,리노,11,1.82 ,양호,🟢,3,4,,리노,784.0023,silver,🟢,,784.0023
00000362,784.0026,sand,Lino/0026,12,,,,784,리노,11,1.09 ,양호,🟢,3,4,,리노,784.0026,sand,🟢,,784.0026
00002264,784.0030,light salmon,Lino/0030,20,,,,784,리노,11,1.82 ,양호,🟢,3,4,,리노,784.0030,light salmon,🟢,,784.0030
00003323,784.0033,light jeans,Lino/0033,26,,,,784,리노,11,2.36 ,여유,🔵,3,4,,리노,784.0033,light jeans,🔵,,784.0033
00000363,784.0034,,Lino/0034,30,생산종료,,,784,리노,11,2.73 ,여유,🔵,3,4,,리노,784.0034,0,🔵,,784.0034
03173015,784.0035,blue marine,Lino/0035,10,,,,784,리노,11,0.91 ,양호,🟢,3,4,,리노,784.0035,blue marine,🟢,,784.0035
00001031,784.0039,light brown,Lino/0039,10,,,,784,리노,11,0.91 ,양호,🟢,3,4,,리노,784.0039,light brown,🟢,,784.0039
02104096,784.0049,gold yellow,Lino/0049,20,24 SS,,,784,리노,11,1.82 ,양호,🟢,3,4,,리노,784.0049,gold yellow,🟢,,784.0049
00001033,784.0060,red,Lino/0060,10,,,,784,리노,11,0.91 ,양호,🟢,3,4,,리노,784.0060,red,🟢,,784.0060
00000370,784.0067,chocco,Lino/0067,11,,,,784,리노,11,1.00 ,양호,🟢,3,4,,리노,784.0067,chocco,🟢,,784.0067
00000372,784.0070,grey,Lino/0070,37,생산종료,,,784,리노,11,3.36 ,여유,🔵,3,4,,리노,784.0070,grey,🔵,,784.0070
00001984,784.0075,brown-orange,Lino/0075,25,,,,784,리노,11,2.27 ,여유,🔵,3,4,,리노,784.0075,brown-orange,🔵,,784.0075
02104097,784.0079,turquoise,Lino/0079,20,24 SS,,,784,리노,11,1.82 ,양호,🟢,3,4,,리노,784.0079,turquoise,🟢,,784.0079
03173016,784.0085,pink,Lino/0085,20,,,,784,리노,11,1.82 ,양호,🟢,3,4,,리노,784.0085,pink,🟢,,784.0085
03173017,784.0087,clove brown,Lino/0087,10,,,,784,리노,11,0.91 ,양호,🟢,3,4,,리노,784.0087,clove brown,🟢,,784.0087
00003324,784.0088,petrol,Lino/0088,14,,,,784,리노,11,1.27 ,양호,🟢,3,4,,리노,784.0088,petrol,🟢,,784.0088
02032037,784.0091,jade,Lino/0091,10,,,,784,리노,11,0.91 ,양호,🟢,3,4,,리노,784.0091,jade,🟢,,784.0091
00003325,784.0092,sage,Lino/0092,20,,,,784,리노,11,1.82 ,양호,🟢,3,4,,리노,784.0092,sage,🟢,,784.0092
00001985,784.0094,offwhite,Lino/0094,8,,,,784,리노,11,0.73 ,낱볼,🔴,3,4,,리노,784.0094,offwhite,🔴,,784.0094
00003326,784.0097,middle olive,Lino/0097,14,,,,784,리노,11,1.27 ,양호,🟢,3,4,,리노,784.0097,middle olive,🟢,,784.0097
00001982,784.0098,,Lino/0098,8,생산종료,,,784,리노,11,0.73 ,낱볼,🔴,3,4,,리노,784.0098,0,🔴,,784.0098
00002266,784.0099,mud,Lino/0099,31,생산종료,,,784,리노,11,2.82 ,여유,🔵,3,4,,리노,784.0099,mud,🔵,,784.0099
02205008,784.0111,mustard yellow,Lino/0111,20,25 SS,,,784,리노,11,1.82 ,양호,🟢,3,4,,리노,784.0111,mustard yellow,🟢,,784.0111
02205009,784.0113,light yellow,Lino/0113,19,25 SS,,,784,리노,11,1.73 ,양호,🟢,3,4,,리노,784.0113,light yellow,🟢,,784.0113
02104098,784.0116,light green,Lino/0116,20,24 SS,,,784,리노,11,1.82 ,양호,🟢,3,4,,리노,784.0116,light green,🟢,,784.0116
03173018,784.0118,moos green,Lino/0118,9,생산종료,,,784,리노,11,0.82 ,낱볼,🔴,3,4,,리노,784.0118,moos green,🔴,,784.0118
00002267,784.0139,corn,Lino/0139,20,,,,784,리노,11,1.82 ,양호,🟢,3,4,,리노,784.0139,corn,🟢,,784.0139
00003327,784.0146,middle lilac,Lino/0146,10,생산종료,,,784,리노,11,0.91 ,양호,🟢,3,4,,리노,784.0146,middle lilac,🟢,,784.0146
02050053,784.0148,dusky pink,Lino/0148,20,,,,784,리노,11,1.82 ,양호,🟢,3,4,,리노,784.0148,dusky pink,🟢,,784.0148
02104099,784.0159,orange,Lino/0159,22,24 SS,,,784,리노,11,2.00 ,양호,🟢,3,4,,리노,784.0159,orange,🟢,,784.0159
02205010,784.0160,red,Lino/0160,10,25 SS,,,784,리노,11,0.91 ,양호,🟢,3,4,,리노,784.0160,red,🟢,,784.0160
02205071,1159.0003,grey,Ananas/0003,10,25 SS,5,,1159,아나나스,6,1.67 ,양호,🟢,4,1,,아나나스,1159.0003,grey,🟢,,1159.0003
02205072,1159.0004,black,Ananas/0004,12,25 SS,5,,1159,아나나스,6,2.00 ,양호,🟢,4,1,,아나나스,1159.0004,black,🟢,,1159.0004
02205073,1159.0006,blue,Ananas/0006,9,25 SS,5,,1159,아나나스,6,1.50 ,양호,🟢,4,1,,아나나스,1159.0006,blue,🟢,,1159.0006
02205074,1159.0009,rose,Ananas/0009,4,25 SS,5,,1159,아나나스,6,0.67 ,낱볼,🔴,4,1,,아나나스,1159.0009,rose,🔴,,1159.0009
02205075,1159.0013,light yellow,Ananas/0013,1,25 SS,5,,1159,아나나스,6,0.17 ,낱볼,🔴,4,1,,아나나스,1159.0013,light yellow,🔴,,1159.0013
02205076,1159.0014,yellow,Ananas/0014,4,25 SS,5,,1159,아나나스,6,0.67 ,낱볼,🔴,4,1,,아나나스,1159.0014,yellow,🔴,,1159.0014
02205077,1159.0016,light green,Ananas/0016,6,25 SS,5,,1159,아나나스,6,1.00 ,낱볼,🔴,4,1,,아나나스,1159.0016,light green,🔴,,1159.0016
02205078,1159.0017,grassgreen,Ananas/0017,19,25 SS,5,,1159,아나나스,6,3.17 ,여유,🔵,4,1,,아나나스,1159.0017,grassgreen,🔵,,1159.0017
02205079,1159.0018,dark green,Ananas/0018,8,25 SS,5,,1159,아나나스,6,1.33 ,양호,🟢,4,1,,아나나스,1159.0018,dark green,🟢,,1159.0018
02205080,1159.0019,rosé,Ananas/0019,17,25 SS,5,,1159,아나나스,6,2.83 ,여유,🔵,4,1,,아나나스,1159.0019,rosé,🔵,,1159.0019
02205081,1159.0020,light blue,Ananas/0020,2,25 SS,5,,1159,아나나스,6,0.33 ,낱볼,🔴,4,1,,아나나스,1159.0020,light blue,🔴,,1159.0020
02066108,1159.0025,navy,Ananas/0025,20,26 SS,5,,1159,아나나스,6,3.33 ,여유,🔵,4,1,,아나나스,1159.0025(신상),navy,🔵,(신상),1159.0025
02205082,1159.0027,apricot,Ananas/0027,17,25 SS,5,,1159,아나나스,6,2.83 ,여유,🔵,4,1,,아나나스,1159.0027,apricot,🔵,,1159.0027
02205083,1159.0028,salmon,Ananas/0028,7,25 SS,5,,1159,아나나스,6,1.17 ,양호,🟢,4,1,,아나나스,1159.0028,salmon,🟢,,1159.0028
02205084,1159.0046,lilac,Ananas/0046,23,25 SS,5,,1159,아나나스,6,3.83 ,여유,🔵,4,1,,아나나스,1159.0046,lilac,🔵,,1159.0046
02205085,1159.0047,lilac,Ananas/0047,18,25 SS,5,,1159,아나나스,6,3.00 ,여유,🔵,4,1,,아나나스,1159.0047,lilac,🔵,,1159.0047
02205086,1159.0048,dusky pink,Ananas/0048,16,25 SS,5,,1159,아나나스,6,2.67 ,여유,🔵,4,1,,아나나스,1159.0048,dusky pink,🔵,,1159.0048
02205087,1159.0058,mint,Ananas/0058,13,25 SS,5,,1159,아나나스,6,2.17 ,여유,🔵,4,1,,아나나스,1159.0058,mint,🔵,,1159.0058
02205088,1159.0059,orange,Ananas/0059,19,25 SS,5,,1159,아나나스,6,3.17 ,여유,🔵,4,1,,아나나스,1159.0059,orange,🔵,,1159.0059
02205089,1159.0061,tomato,Ananas/0061,8,25 SS,5,,1159,아나나스,6,1.33 ,양호,🟢,4,1,,아나나스,1159.0061,tomato,🟢,,1159.0061
02205090,1159.0065,pink,Ananas/0065,19,25 SS,5,,1159,아나나스,6,3.17 ,여유,🔵,4,1,,아나나스,1159.0065,pink,🔵,,1159.0065
02205091,1159.0068,brown,Ananas/0068,13,25 SS,5,,1159,아나나스,6,2.17 ,여유,🔵,4,1,,아나나스,1159.0068,brown,🔵,,1159.0068
02066109,1159.0073,jade,Ananas/0073,20,26 SS,5,,1159,아나나스,6,3.33 ,여유,🔵,4,1,,아나나스,1159.0073(신상),jade,🔵,(신상),1159.0073
02205092,1159.0076,terracotta,Ananas/0076,28,25 SS,5,,1159,아나나스,6,4.67 ,여유,🔵,4,1,,아나나스,1159.0076,terracotta,🔵,,1159.0076
02205093,1159.0077,curry,Ananas/0077,9,25 SS,5,,1159,아나나스,6,1.50 ,양호,🟢,4,1,,아나나스,1159.0077,curry,🟢,,1159.0077
02205094,1159.0078,turquoise,Ananas/0078,14,25 SS,5,,1159,아나나스,6,2.33 ,여유,🔵,4,1,,아나나스,1159.0078,turquoise,🔵,,1159.0078
02205095,1159.0094,offwhite,Ananas/0094,5,25 SS,5,,1159,아나나스,6,0.83 ,낱볼,🔴,4,1,,아나나스,1159.0094,offwhite,🔴,,1159.0094
02205096,1159.0096,stone,Ananas/0096,2,25 SS,5,,1159,아나나스,6,0.33 ,낱볼,🔴,4,1,,아나나스,1159.0096,stone,🔴,,1159.0096
02205057,1155.0001,rose/yellow/lilac/orange,Illusion/0001,6,25 SS,2,,1155,일루젼,5,1.20 ,양호,🟢,4,2,,일루젼,1155.0001,rose/yellow/lilac/orange,🟢,,1155.0001
02205058,1155.0002,lilac/petrol/yellow/light blue,Illusion/0002,0,25 SS,2,,1155,일루젼,5,0.00 ,품절,❌,4,2,,일루젼,1155.0002,lilac/petrol/yellow/light blue,❌,,1155.0002
02205059,1155.0003,fuchsia/green/blue,Illusion/0003,5,25 SS,2,,1155,일루젼,5,1.00 ,낱볼,🔴,4,2,,일루젼,1155.0003,fuchsia/green/blue,🔴,,1155.0003
02205060,1155.0004,yellow/rose/light green/aqua,Illusion/0004,13,25 SS,2,,1155,일루젼,5,2.60 ,여유,🔵,4,2,,일루젼,1155.0004,yellow/rose/light green/aqua,🔵,,1155.0004
02205061,1155.0005,brown/light blue/light yellow,Illusion/0005,18,25 SS,2,,1155,일루젼,5,3.60 ,여유,🔵,4,2,,일루젼,1155.0005,brown/light blue/light yellow,🔵,,1155.0005
02205062,1155.0006,blue/grey/beige,Illusion/0006,3,25 SS,2,,1155,일루젼,5,0.60 ,낱볼,🔴,4,2,,일루젼,1155.0006,blue/grey/beige,🔴,,1155.0006
02205063,1155.0007,olive/yellow/brown/orange,Illusion/0007,9,25 SS,2,,1155,일루젼,5,1.80 ,양호,🟢,4,2,,일루젼,1155.0007,olive/yellow/brown/orange,🟢,,1155.0007
02066110,1155.0008,brown/cloud/yellow/pink,Illusion/0008,9,26 SS,2,,1155,일루젼,5,1.80 ,양호,🟢,4,2,,일루젼,1155.0008(신상),brown/cloud/yellow/pink,🟢,(신상),1155.0008
02066111,1155.0009,blue/brown/grey/seafoam,Illusion/0009,9,26 SS,2,,1155,일루젼,5,1.80 ,양호,🟢,4,2,,일루젼,1155.0009(신상),blue/brown/grey/seafoam,🟢,(신상),1155.0009
02066112,1155.0010,green/rose/blue/lavender,Illusion/0010,9,26 SS,2,,1155,일루젼,5,1.80 ,양호,🟢,4,2,,일루젼,1155.0010(신상),green/rose/blue/lavender,🟢,(신상),1155.0010
02066113,1155.0011,salmon/orange/aqua/offwhite,Illusion/0011,8,26 SS,2,,1155,일루젼,5,1.60 ,양호,🟢,4,2,,일루젼,1155.0011(신상),salmon/orange/aqua/offwhite,🟢,(신상),1155.0011
02104109,39.0001,white/silver,Paillettes/0001,4,,,,39,팔리에떼,10,0.40 ,낱볼,🔴,5,1,,팔리에떼,39.0001,white/silver,🔴,,39.0001
02104113,39.0002,white/gold,Paillettes/0002,14,,,,39,팔리에떼,10,1.40 ,양호,🟢,5,1,,팔리에떼,39.0002,white/gold,🟢,,39.0002
00435,39.0003,grey/gold,Paillettes/0003,18,,,,39,팔리에떼,10,1.80 ,양호,🟢,5,1,,팔리에떼,39.0003,grey/gold,🟢,,39.0003
02104114,39.0004,black/silver,Paillettes/0004,0,,,,39,팔리에떼,10,0.00 ,품절,❌,5,1,,팔리에떼,39.0004,black/silver,❌,,39.0004
02104115,39.0023,silver,Paillettes/0023,0,,,,39,팔리에떼,10,0.00 ,품절,❌,5,1,,팔리에떼,39.0023,silver,❌,,39.0023
09085004,39.0024,light grey,Paillettes/0024,3,,,,39,팔리에떼,10,0.30 ,낱볼,🔴,5,1,,팔리에떼,39.0024,light grey,🔴,,39.0024
00469,39.0028,salmon/gold,Paillettes/0028,9,주문제,주문,1,39,팔리에떼,10,0.90 ,낱볼,🔴,5,1,,[주문제]팔리에떼,39.0028,salmon/gold,🔴,,39.0028
09085007,39.0047,purple,Paillettes/0047,6,주문제,주문,1,39,팔리에떼,10,0.60 ,낱볼,🔴,5,1,,[주문제]팔리에떼,39.0047,purple,🔴,,39.0047
09085012,39.0070,anthracite/gold,Paillettes/0070,5,주문제,주문,1,39,팔리에떼,10,0.50 ,낱볼,🔴,5,1,,[주문제]팔리에떼,39.0070,anthracite/gold,🔴,,39.0070
00436,39.0101,white/multicolour,Paillettes/0101,4,,,,39,팔리에떼,10,0.40 ,낱볼,🔴,5,1,,팔리에떼,39.0101,white/multicolour,🔴,,39.0101
00431,39.0104,black,Paillettes/0104,21,,,,39,팔리에떼,10,2.10 ,여유,🔵,5,1,,팔리에떼,39.0104,black,🔵,,39.0104
07234114,1150.0023,silver,Astra/0023,5,2425 FW,1,,1150,아스트라,10,0.50 ,낱볼,🔴,5,2,,아스트라,1150.0023,silver,🔴,,1150.0023
08065103,1150.0047,lavender,Astra/0047,4,2526 FW,1,,1150,아스트라,10,0.40 ,낱볼,🔴,5,2,,아스트라,1150.0047,lavender,🔴,,1150.0047
07234115,1150.0050,gold,Astra/0050,10,2425 FW,1,,1150,아스트라,10,1.00 ,양호,🟢,5,2,,아스트라,1150.0050,gold,🟢,,1150.0050
09282019,1103.0003,light grey mélange,Yak/0003,-4,,5,,1103,야크,8,(0.50),품절,❌,6,1,,야크,1103.0003,light grey mélange,❌,,1103.0003
09282018,1103.0005,dark grey mélange,Yak/0005,13,,5,,1103,야크,8,1.63 ,양호,🟢,6,1,,야크,1103.0005,dark grey mélange,🟢,,1103.0005
09052001,1103.0006,blue,Yak/0006,12,,5,,1103,야크,8,1.50 ,양호,🟢,6,1,,야크,1103.0006,blue,🟢,,1103.0006
09282027,1103.0011,bronze,Yak/0011,-10,,5,,1103,야크,8,(1.25),품절,❌,6,1,,야크,1103.0011,bronze,❌,,1103.0011
08065128,1103.0017,dark green,Yak/0017,13,2526 FW,5,,1103,야크,8,1.63 ,양호,🟢,6,1,,야크,1103.0017,dark green,🟢,,1103.0017
07234026,1103.0021,azure mélange,Yak/0021,17,2425 FW,5,,1103,야크,8,2.13 ,여유,🔵,6,1,,야크,1103.0021,azure mélange,🔵,,1103.0021
09282021,1103.0026,beige mélange,Yak/0026,-30,,5,,1103,야크,8,(3.75),품절,❌,6,1,,야크,1103.0026,beige mélange,❌,,1103.0026
09282023,1103.0035,blue marine,Yak/0035,29,,5,,1103,야크,8,3.63 ,여유,🔵,6,1,,야크,1103.0035,blue marine,🔵,,1103.0035
09052002,1103.0039,camel mélange,Yak/0039,22,,5,,1103,야크,8,2.75 ,여유,🔵,6,1,,야크,1103.0039,camel mélange,🔵,,1103.0039
09282028,1103.0060,red,Yak/0060,3,,5,,1103,야크,8,0.38 ,낱볼,🔴,6,1,,야크,1103.0060,red,🔴,,1103.0060
08065129,1103.0061,dark red,Yak/0061,25,2526 FW,5,,1103,야크,8,3.13 ,여유,🔵,6,1,,야크,1103.0061,dark red,🔵,,1103.0061
07303005,1103.0062,burgundy,Yak/0062,20,2324 FW,5,,1103,야크,8,2.50 ,여유,🔵,6,1,,야크,1103.0062,burgundy,🔵,,1103.0062
07234027,1103.0065,raspberry mélange,Yak/0065,18,2425 FW,5,,1103,야크,8,2.25 ,여유,🔵,6,1,,야크,1103.0065,raspberry mélange,🔵,,1103.0065
07303006,1103.0066,fuchsia,Yak/0066,16,2324 FW,5,,1103,야크,8,2.00 ,양호,🟢,6,1,,야크,1103.0066,fuchsia,🟢,,1103.0066
07303007,1103.0067,light brown,Yak/0067,17,2324 FW,5,,1103,야크,8,2.13 ,여유,🔵,6,1,,야크,1103.0067,light brown,🔵,,1103.0067
09282022,1103.0068,brown,Yak/0068,17,,5,,1103,야크,8,2.13 ,여유,🔵,6,1,,야크,1103.0068,brown,🔵,,1103.0068
09282017,1103.0070,anthracite,Yak/0070,4,,5,,1103,야크,8,0.50 ,낱볼,🔴,6,1,,야크,1103.0070,anthracite,🔴,,1103.0070
08065130,1103.0071,ice blue,Yak/0071,20,2526 FW,5,,1103,야크,8,2.50 ,여유,🔵,6,1,,야크,1103.0071,ice blue,🔵,,1103.0071
09282025,1103.0074,atlantic,Yak/0074,16,,5,,1103,야크,8,2.00 ,양호,🟢,6,1,,야크,1103.0074,atlantic,🟢,,1103.0074
09282024,1103.0079,turquoise,Yak/0079,29,,5,,1103,야크,8,3.63 ,여유,🔵,6,1,,야크,1103.0079,turquoise,🔵,,1103.0079
09282020,1103.0094,offwhite,Yak/0094,-35,,5,,1103,야크,8,(4.38),품절,❌,6,1,,야크,1103.0094,offwhite,❌,,1103.0094
07234028,1103.0096,sand mélange,Yak/0096,1,2425 FW,5,,1103,야크,8,0.13 ,낱볼,🔴,6,1,,야크,1103.0096,sand mélange,🔴,,1103.0096
07303008,1103.0098,dark olive,Yak/0098,30,2324 FW,5,,1103,야크,8,3.75 ,여유,🔵,6,1,,야크,1103.0098,dark olive,🔵,,1103.0098
09282026,1103.0099,olive,Yak/0099,24,,5,,1103,야크,8,3.00 ,여유,🔵,6,1,,야크,1103.0099,olive,🔵,,1103.0099
08065131,1103.0104,black,Yak/0104,5,2526 FW,5,,1103,야크,8,0.63 ,낱볼,🔴,6,1,,야크,1103.0104,black,🔴,,1103.0104
07234029,1103.0199,armygreen mélange,Yak/0199,20,2425 FW,5,,1103,야크,8,2.50 ,여유,🔵,6,1,,야크,1103.0199,armygreen mélange,🔵,,1103.0199
02205041,1135.0004,black,Vaya/0004,-21,25 SS,,,1135,바야,6,(3.50),품절,❌,6,2,,바야,1135.0004,black,❌,,1135.0004
02066114,1135.0008,greygreen,Vaya/0008,9,26 SS,,,1135,바야,6,1.50 ,양호,🟢,6,2,,바야,1135.0008(신상),greygreen,🟢,(신상),1135.0008
02205042,1135.0013,light yellow,Vaya/0013,12,25 SS,,,1135,바야,6,2.00 ,양호,🟢,6,2,,바야,1135.0013,light yellow,🟢,,1135.0013
02066115,1135.0015,nougat,Vaya/0015,3,26 SS,,,1135,바야,6,0.50 ,낱볼,🔴,6,2,,바야,1135.0015(신상),nougat,🔴,(신상),1135.0015
